147,Niklas Hjalmarsson\hjalmni01,32,ARI,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19,19:01,3,0,0,0,
148,Mike Hoffman\hoffmmi02,30,FLA,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,20:05,0,1,0,0,
149,Justin Holl\hollju01,28,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,21:41,2,1,0,0,
150,Patric Hornqvist\hornqpa01,33,PIT,RW,1,0,1,1,-1,0,0,0,0,0,0,1,0,1,0.0,15,14:54,2,2,0,0,
151,Bo Horvat\horvabo01,24,VAN,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,17:27,0,2,10,9,52.6
152,Brett Howden\howdebr01,21,NYR,C,1,0,0,0,-1,4,0,0,0,0,0,0,0,0,,17,17:08,2,9,6,2,75.0
153,Jonathan Huberdeau\huberjo01,26,FLA,LW,1,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,19,18:32,1,2,0,0,
154,Quinn Hughes\hughequ01,20,VAN,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,23:47,0,0,0,0,
155,Brad Hunt\huntbr01,31,MIN,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,14:16,0,0,0,0,
156,Zach Hyman\hymanza01,27,TOR,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,21:21,0,2,0,2,0.0
157,Calle Jarnkrok\jarnkca01,28,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,11:39,0,0,0,0,
158,Boone Jenner\jennebo01,26,CBJ,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,17:38,0,3,10,7,58.8
159,Ryan Johansen\johanry01,27,NSH,C,1,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,17,17:09,1,3,14,10,58.3
160,Erik Johnson\johnser01,31,COL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,18:12,0,4,0,0,
161,Jack Johnson\johnsja02,33,PIT,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,18,17:33,0,2,0,0,
162,Seth Jones\jonesse01,25,CBJ,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,26:54,1,7,0,0,
163,Roman Josi\josiro01,29,NSH,D,1,0,2,2,-2,0,0,0,0,0,1,1,0,1,0.0,29,28:32,2,0,0,0,
164,Tyson Jost\jostty01,21,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,9:45,0,0,0,1,0.0
165,Nazem Kadri\kadrina01,29,COL,C,1,1,0,1,0,0,0,1,0,1,0,0,0,6,16.7,18,18:06,0,3,4,6,40.0
166,Kaapo Kakko\kakkoka01,18,NYR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,15,15:21,2,0,0,0,
167,David Kampf\kampfda01,25,CHI,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,15,14:52,0,5,4,2,66.7
168,Patrick Kane\kanepa01,31,CHI,RW,1,0,1,1,1,2,0,0,0,0,0,1,0,7,0.0,22,21:47,0,0,0,0,
169,Kasperi Kapanen\kapanka01,23,TOR,RW,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,16,16:20,1,4,0,0,
170,Zack Kassian\kassiza01,29,EDM,RW,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,,15,15:20,0,2,0,0,
171,Duncan Keith\keithdu01,36,CHI,D,1,0,2,2,1,0,0,0,0,0,0,2,0,1,0.0,22,22:24,2,0,0,0,
172,Clayton Keller\kellecl01,21,ARI,C,1,1,0,1,1,0,0,1,0,0,0,0,0,2,50.0,19,18:45,0,0,0,0,
173,Alexander Kerfoot\kerfoal01,25,TOR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,16:08,3,3,6,9,40.0
174,Phil Kessel\kesseph01,32,ARI,RW,1,0,2,2,0,2,0,0,0,0,1,1,0,4,0.0,17,17:25,0,0,0,0,
175,Jujhar Khaira\khairju01,25,EDM,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11:32,0,2,2,2,50.0
176,Oscar Klefbom\klefbos01,26,EDM,D,1,0,2,2,-1,0,0,0,0,0,1,1,0,1,0.0,22,22:27,2,0,0,0,
177,Slater Koekkoek\koekksl01,25,CHI,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,16,15:43,1,3,0,0,
178,Mikko Koivu\koivumi01,36,MIN,C,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,11,11:17,0,0,5,9,35.7
179,Travis Konecny\konectr01,22,PHI,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,17:11,1,1,1,0,100.0
180,Jesperi Kotkaniemi\kotkaje01,19,MTL,C,1,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,14,13:49,0,3,3,5,37.5
181,Chris Kreider\kreidch01,28,NYR,LW,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0.0,18,18:19,0,6,1,1,50.0
182,David Krejci\krejcda01,33,BOS,C,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,18,17:57,0,0,1,8,11.1
183,Torey Krug\krugto01,28,BOS,D,1,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,21,21:18,1,0,0,0,
184,Dominik Kubalík\kubaldo01,24,CHI,LW,1,2,3,5,1,0,0,2,0,1,2,1,0,5,40.0,14,13:56,0,0,0,0,
185,Karson Kuhlman\kuhlmka01,24,BOS,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,12,12:15,0,2,0,0,
186,Tom Kuhnhackl\kuhnhto01,28,NYI,RW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,12,11:33,0,2,0,0,
187,Dean Kukan\kukande01,26,CBJ,D,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,13,13:04,0,1,0,0,
